date,device,hive number,hive humidity,hive temp,weather temp,weather humidity,queen presence
2022-07-11 14:23:58,2,1,21.88,37.86,31.24,39,1
2022-07-11 15:24:07,2,1,25.15,35.07,31.86,37,1
2022-07-11 16:23:12,2,1,27.66,34.0,31.71,40,1
2022-07-11 17:21:59,2,1,28.71,32.11,30.34,43,1
2022-07-11 18:20:59,2,1,29.71,32.09,28.42,46,1
2022-07-11 19:20:32,2,1,36.04,28.34,26.16,49,1
2022-07-11 20:19:03,2,1,41.15,25.77,22.77,60,1
2022-07-11 21:21:30,2,1,45.74,23.08,19.75,70,1
2022-07-11 22:20:49,2,1,48.67,21.2,18.49,77,1
2022-07-11 23:20:02,2,1,49.66,20.33,17.67,80,1
2022-07-12 0:25:33,2,1,46.22,19.55,16.89,81,1
2022-07-12 1:24:45,2,1,45.24,19.06,16.34,83,1
2022-07-12 2:23:55,2,1,45.74,18.56,15.87,83,1
2022-07-12 3:23:08,2,1,46.12,18.44,15.46,83,1
2022-07-12 4:22:20,2,1,47.01,18.28,15.52,84,1
2022-07-12 5:21:31,2,1,46.58,17.9,15.15,84,1
2022-07-12 6:20:44,2,1,47.31,18.47,14.82,84,1
2022-07-12 7:20:17,2,1,47.87,20.77,15.42,83,1
2022-07-12 8:19:19,2,1,44.63,28.08,16.69,82,1
2022-07-12 9:19:37,2,1,32.0,39.87,18.69,75,1
2022-07-12 10:18:46,2,1,23.11,46.26,20.77,67,1
2022-07-12 11:18:02,2,1,15.2,51.57,23.01,58,1
2022-07-12 12:17:36,2,1,11.99,51.89,25.64,52,1
2022-07-12 13:15:19,2,1,15.12,47.34,27.02,47,1
2022-07-12 14:14:09,2,1,24.16,37.35,27.85,46,1
2022-07-12 15:12:56,2,1,29.52,32.89,27.51,47,1
2022-07-12 16:12:07,2,1,31.83,31.73,27.13,52,1
2022-07-12 17:10:55,2,1,33.57,30.11,26.0,50,1
2022-07-12 18:09:43,2,1,33.8,30.62,24.75,55,1
2022-07-12 19:08:31,2,1,37.45,26.91,23.02,59,1
2022-07-12 20:09:00,2,1,42.54,24.4,20.56,67,1
2022-07-12 21:07:38,2,1,47.82,22.38,18.39,75,1
2022-07-12 22:07:06,2,1,48.0,20.46,17.43,79,1
2022-07-12 23:09:41,2,1,46.3,19.65,16.76,81,1
2022-07-13 0:08:52,2,1,46.28,19.06,16.29,81,1
2022-07-13 1:08:06,2,1,45.95,18.76,15.98,82,1
2022-07-13 2:07:17,2,1,44.55,18.32,15.65,83,1
2022-07-13 3:06:31,2,1,46.17,17.72,15.27,83,1
2022-07-13 4:05:58,2,1,52.29,17.9,14.95,84,1
2022-07-13 5:04:40,2,1,45.38,17.24,14.87,84,1
2022-07-13 8:02:57,2,1,45.87,27.53,15.97,80,1
2022-07-13 9:02:04,2,1,38.12,36.91,18.21,72,1
2022-07-13 10:01:43,2,1,25.06,44.87,20.63,66,1
2022-07-13 11:01:11,2,1,17.9,49.53,23.02,60,1
2022-07-13 12:01:44,2,1,12.27,52.21,25.02,52,1
2022-07-13 13:01:16,2,1,12.7,49.38,26.56,47,1
2022-07-13 14:02:35,2,1,21.51,39.02,27.48,45,1
2022-07-13 15:04:15,2,1,27.77,32.87,27.34,46,1
2022-07-13 16:02:54,2,1,30.8,31.85,26.82,49,1
2022-07-13 17:03:05,2,1,33.06,30.19,25.71,50,1
2022-07-13 18:02:16,2,1,34.94,30.24,24.74,54,1
2022-07-13 19:00:31,2,1,36.34,27.25,23.5,59,1
2022-07-13 19:59:52,2,1,39.31,24.9,21.35,65,1
2022-07-13 20:58:24,2,1,46.01,22.47,18.8,73,1
2022-07-13 21:58:04,2,1,47.26,20.47,17.61,78,1
2022-07-13 22:56:32,2,1,45.99,19.69,16.66,81,1
2022-07-13 23:55:56,2,1,44.74,18.98,15.96,82,1
2022-07-14 0:54:55,2,1,45.84,19.17,15.55,83,1
2022-07-14 1:56:06,2,1,45.58,19.57,15.28,84,1
2022-07-14 2:55:09,2,1,45.67,20.44,15.24,85,1
2022-07-14 3:53:56,2,1,46.17,20.7,15.19,85,1
2022-07-14 4:53:07,2,1,47.48,19.74,14.99,85,1
2022-07-14 5:52:43,2,1,48.32,18.44,14.71,86,1
2022-07-14 6:51:34,2,1,48.04,20.56,14.93,86,1
2022-07-14 7:52:34,2,1,45.93,30.36,17.08,80,1
2022-07-14 8:52:31,2,1,33.4,39.16,19.03,75,1
2022-07-14 9:52:14,2,1,20.78,44.94,21.69,66,1
2022-07-14 10:54:43,2,1,14.82,49.88,24.03,59,1
2022-07-14 11:57:48,2,1,12.98,49.97,26.06,53,1
2022-07-14 13:01:08,2,1,14.63,47.59,27.5,50,1
2022-07-14 14:01:51,2,1,22.6,38.75,28.26,47,1
2022-07-14 15:03:25,2,1,28.95,32.99,28.5,45,1
2022-07-14 16:02:50,2,1,29.69,31.02,27.99,47,1
2022-07-14 17:01:03,2,1,31.42,29.35,26.9,47,1
2022-07-14 18:01:02,2,1,32.47,29.08,25.1,48,1
2022-07-14 19:00:10,2,1,33.42,25.97,22.87,53,1
2022-07-14 19:59:41,2,1,36.16,23.56,20.66,56,1
2022-07-14 20:58:44,2,1,36.22,21.42,18.32,62,1
2022-07-14 21:57:19,2,1,36.82,19.97,17.19,67,1
2022-07-14 22:57:30,2,1,35.58,19.12,16.21,70,1
2022-07-15 0:02:18,2,1,36.05,18.38,15.13,75,1
2022-07-15 1:05:24,2,1,35.78,17.91,14.46,77,1
2022-07-15 2:05:35,2,1,35.55,17.77,13.83,81,1
2022-07-15 3:08:59,2,1,36.95,17.17,13.23,82,1
2022-07-15 4:07:19,2,1,36.61,16.78,12.73,83,1
2022-07-15 5:06:30,2,1,36.07,16.43,12.3,85,1
2022-07-15 6:05:42,2,1,35.82,16.38,11.88,85,1
2022-07-15 7:05:32,2,1,37.7,21.19,12.91,84,1
2022-07-15 8:06:49,2,1,37.53,31.44,15.93,78,1
2022-07-15 9:11:17,2,1,27.37,40.59,18.31,71,1
2022-07-15 10:16:19,2,1,18.33,47.01,21.11,64,1
2022-07-15 11:18:39,2,1,11.99,50.84,23.58,55,1
2022-07-15 12:25:14,2,1,11.6,49.58,25.6,51,1
2022-07-15 13:25:58,2,1,15.36,45.83,26.49,49,1
2022-07-15 14:24:58,2,1,23.48,35.82,27.33,46,1
2022-07-15 15:28:21,2,1,27.9,31.55,26.9,45,1
